goblok sambung	hate speech
kristen lesbi	abusive
cocot kaunncangkemu cuk	abusive
gue katolik asa negeri katolik kristen buddha hindu islam haha	neutral
mukidinya kafir	abusive
indonesia dibully orang beneryg salah binatang nomor biar liar mata najwa debat jakarta an uniform resource locator	abusive
pilih kepala daerah bandung nurul arifin janji insentif marbut guru didik anak usia dini bandung cantik bandung harmonis bandung pilih nuruli calon wali kota bandung calon wali kota bandung	neutral
blokir jokowi harap lengser jokowi	hate speech
haha gue jijik gue sindir lihat isi direct message mantan gue haha alhamdulillah pacar inrl bahagia fanaxfxfxxc	neutral
istirahat news mohon perintah masuk kait tega hukum indonesia bebaskanamp ulihkan nama warga negara indonesia vonis penjara nista agamakarena dosen userkitab suci fik	neutral
lihat banget jabat negara menteri wiranto gp hancur abu janda dan lain lain masak presiden simbol negara hina diam	hate speech
anjing ribu uniform resource locator	abusive
suka payudaramundasar ajar menamparkunlalu pamer puji nnbrengsek	abusive
pantas saja nama kayak asing nyata	neutral
teman maju calon legislatif dewan wakil rakyat ri daerah pilih kota bekas depok psi ayo sus semangat juang nasib rakyat sejahtera adil didik dan lain lain negara humanis toleran bineka	neutral
wkwk anjing uniform resource locator	hate speech
harihari orang agama sumber marah tampil agama sumber kasih bina damai sila baca buku gratis agama bawa damai	neutral
on the way manusia homo	abusive
eehmjustru kristen katolik kristen protestan bumi nusantara lebih dahulu mas ibadah kitab lagu gaya jawa batak flores toraja ds	neutral
bantu citra	hate speech
dasar kecoa goblok ambil uang simpan di bank kelola bank atas izin tabung bilang maling	abusive
senang koar kayak biar rakyat tau cocot setan bingung hadap ttapjokowi	abusive
naila jarang interaksi eh ultra violet mata sipit wkwk	neutral
sukses pilih kepala daerah hoaks galeri dinas komunikasi dan informatika kota metro kota metro news ayo ke dam ram	neutral
pura pura bisu tika udjo on bahana fm	neutral
dasar tau fiksi unduh buku gampang dasar perek harga seratusanxfxfxxxfxfxxxfxfxx	abusive
goblok suruh kupas kulit kacang hijau ber baskom baskom tolol banget tai gampang anjing kurang kerja banget hidup monyet gue	abusive
enak nya habis ngentot main pejuhnya uniform resource locator	hate speech
obrol ayo cantik cina wkwk	neutral
kayak tau kak kak asing	neutral
anjir wkwk nete banget nih	hate speech
ustaz lurus orang salah orang salah demojdi tau kualitas ustaz bagus ustaz tan partai komunis indonesia mobil mewah	neutral
allahu akbar ketua front bela islam lapor adek armando badan reserse kriminal	neutral
ah alah gembel banget screenshot	hate speech
pas audisi rambut hitam sipit tar lincah banget kayak ulet bulu ngel ngel dahhxfxfxxadxfxfxxadxfxfxxad	neutral
kkndari sekolah dasar racist in akunkrn batak kristennpas jawa ampun panggil gue pakai nama adat adat agamantapi jarang kayak sihnjadi saran si	neutral
bajak agama intoleran reaktif agama badik tusuk lawan duniawi dadak toleran hina kawan duniawi agama kejar tuju	hate speech
kacrut rank main cerdas gebuk doang	abusive
alhamdulillah	neutral
semangat ngewe malas gue	neutral
masuk kristen diskualifikasi tenang baptis gratis bayar susu	neutral
bisu diam ribu bahasandanhatikecilkubicara	neutral
wonu oppa mata sipit banget	neutral
polisi perintah simpan bom ujung ras tanggung akibat	hate speech
anggap cewek kayak barang bos cewek hati asa situ cari bahan ngewe mending cari pecun ngewe bayar deh cewek rusak lobi ngewe anjir sampah	hate speech
konbatnya gue pegangxfxfxxc wkwk geblek	hate speech
jurnalis kinisaya dengar islam nusantara jangannanti iseng bilang hindu nusantarakristen nusantarabudha nusantara dan terus islam agama agama embel	neutral
malu tertawa dasar idiot	abusive
burung indonesia bubar kerbau indonesia kuat benernnapakah monyet nasib negeri monyet nnwkkkkwkkntongseriusteuingahnrieuttt	hate speech
pegawai bank danamon asyik emut kontol pacarnyanvideo lengkap gtgt uniform resource locator bokepterbxexxa	hate speech
internasional nan kayak tenaga kerja indonesia naga naga xfxfxaxa	neutral
biadab ahok cina kafir rakyat asong gusur aniaya surat pemberitahuan tahun teroris ahok kafir biadab	abusive
buku jokowi undercover susilo bambang yudhoyono dukung jokowi pilih presiden rahasia kotorkorupsi pegang cukong cina	hate speech
masjid pasang spanduk ganti presiden marah masjid pakai ceramah politik tanoe nonmuslim dukung	hate speech
reklamasi jakarta atur revisi atur presiden jakarta bogor depok tangerang bekas puncak cianjur	neutral
tenang ajannhlh kontol	hate speech
presiden cengeng kecoak cebong erti	abusive
nista agama santri kehormatanyang kasih ahok otak direparasidemi pilih kepala daerah nama santri kail jual belikan	hate speech
gendut nder pikir omong orang mulu mending pelan pelan rawat dirigapapa gendut rawat maaah percaya diri percaya diri iya	neutral
kalah suhartoprabowo lawan opini libat konspirasi global as cina sekutu dukung rencana csis elite katolik radikal konglomerat tionghoa jatuh soeharto	hate speech
pimpin dari masjid pimpin ajak jalan syariat islam sungguhsungguh jatuh pimpin non muslim	hate speech
ih najis belepotan	hate speech
wajib dengar	neutral
hussss admin takut demo bersilitsilit alumni togel xfxfxx	hate speech
gue sipit	neutral
anjir setan	abusive
cowok kurus kontol lumayan xfxfxxa uniform resource locator	hate speech
eh toilet pipis onta melipir indonesia lo gerombol mabuk budaya arab nya kayak xfxfxx	abusive
situ bego	abusive
ninja kali nih tukang roti keliling cepat banget hilang gue rumah kejar sarap	hate speech
siloam cina usir andai ku mati anakanak ku paham filosofi hidup harga di atas kaki jajah	hate speech
antekantek prabowo xfxfxxxfxfxx	hate speech
jujur percaya allah subhanahu wa taala perintah penggal kafir tuhan lukman	hate speech
for presiden jongos antek asing uras bumi pertiwi bersiaplahgantipresiden	abusive
jancuk gue tabok anak	abusive
tidur ke ranah najis nyata	hate speech
orangorang kafir dusta ayatayat azab hina qs al hajj	neutral
ngentot yuk	hate speech
mata pakai kacamata bangun tidur sipit xfxfxx	neutral
utang triliun kampret hidup melarat makan cebong happy hidup akting sengsara	abusive
mercun kecikxcxb lagibunyi kuat weiskrg mcmxcxb adebunyi bom	neutral
tipu aduh	neutral
cebong dungu korban php xfxfxxxfxfxxxfxfxx	abusive
jaman harto anak prestasi perhatikannklu jaman rezim lebay panggil istananrezim anehngantipresiden	hate speech
cebong erti	abusive
pagi ky kontol	hate speech
iya anjir tau wkwk iya gue suka	hate speech
ayo ajak mas goen alih sembah allah subhanahu wa taala benci kafir bakar kemenyan	abusive
cari huruf hijaiyahdalanak islambersama jamal laeli assalamualaikum adikadik mari lihat	neutral
cc periode rakyat putus hubung kerja impor juta tenaga kerja asing chinamending pergi negara satu republik indonesia negeri butuh penghianat korban rakyat golong sndrinprabowopresident uniform resource locator	hate speech
iya junjung bantai orang tim tim peristiwa santa crush culik aktivis sadar junjung jahat internasional	abusive
imut titit nya hidung	hate speech
bom takjil	neutral
komisi berantas korupsi panggil deret mantan anggota dewan wakil rakyat kait elektonik kartu tanda duduk	neutral
sipit ininga sipit nn xcdxaxcxb xcaxxccxaf xcdxaxcxbnxcxa xexxfxexxxexxxexxbnxexxxexxxcxa xexx	neutral
maklum nama kampret serba hidup gelantung wajar pikir kepala bau pesing kencing basah kepala pesing	abusive
papar kepala polisi resor bikin kepala polisi daerah pulau riau pilih kepala daerah tanjung pinang aman netral	neutral
insiden helikopter jatuh pt indonesia morowali industrial park kerja warga negara cina	neutral
bunyi klik tikus suara keti keyboard musik jam non stop mata perih bokong panas lengan ngilu njenuh	neutral
gede clntop bomnseungri ralinengary jihyo mustahil	neutral
bantu wkwk putri rima daniel sibuk urus organisasi siswa intrasekolah join kayak sibuk makelar urus anak tuyul alias gila oj sok tau banget	neutral
selamat pagi politisasi puisi timpa calon gubernur jawa ganjar pranowo informasi hoaks arus utama informasi terima masyarakat pilih kepala daerah ganjar yasin	neutral
hubung munafik kitab hina lapor polisi waspada cebong kafir ngakungaku islam	abusive
cerita orang cowok tinggal cina cerita pesan jadixexxa	neutral
alah bullshit tai kotok	abusive
ahok versi pakpahan terima kasih ciduk bajing uniform resource locator	hate speech
cium jokowi tajam cari uang ups salah utang uang salut uniform resource locator	hate speech
ngeri bangsa partai komunis indonesia biadab bangkit tolak bubar	abusive
sabtu pagi masyarakat adat badui jalan tuju kantor gubernur banten kawasan pusat perintah provinsi banten kpb curug kota serang sebabaduy direct message	neutral
bubar panitia khusus kpkkalo polingrakyat parlemen biar bubar panitia khusus komisi berantas korupsi uniform resource locator	hate speech
terima kasih allah engkau engkau buka mata hati buta cintatrimakasih tuhan engkau tolong	neutral
iya lihat gedek banget anjir	hate speech
baris gus sholatu bagus pulau madura rapat menang pasang calon gubernur khofifah indar parawansa emil elistianto dardak bagus khofifah emil jawa timur satu	neutral
sarap cucu gudang	hate speech
rezim sipil keri lihat pimpin orang rezim sok rakyat sungguh anti rakyat umat islam	hate speech
orang jilat ludah bik malu hormat susilo bambang yudhoyono buzzer tolol	abusive
topik bicara cebong bani hoaks loncatxcxb yanndari prestasi babi ahok tanah abang ta kasih contoh ta mintaxcxb buruk	abusive
karir cemerlang tnidan perangkap rejim penuh dustanselamat lahir	neutral
lost respect sekian kali agency bangga artis bangga laku tai kucing kasih nyawa kea nnlo tabok duit lee soo man tabok lamborgini gede tabok material	abusive
i tulis kad raya cina ellooo	abusive
ragam seni budaya batak toba	neutral
serap dana desa prioritas bangun infrastruktur serap dana desa prioritas cepat ekonomi desa jokowiperiode	neutral
i penat edit cacat weh haha	hate speech
dungudunia	abusive
buka twitter informasi dengerdenger benda curiga duga bom temu barel oi stay save kang warung tegal enak kang cilung anak indekos warga barel	neutral
tau kenal bawa ajar deh ajar	neutral
mama orang sombong teman setan salah gue gue teman orang sombong kayak	abusive
kencing onta makhluk emosi mulu gue lihat dasar sumbu pendek tidur	abusive
indonesia mundur presiden nya mas mas fitnah pakde jokowi uniform resource locator	hate speech
lmao anak anak anak anak tengil banget tau main plas polos pusing ih jempol congor	hate speech
antek kaki tangan komunis hati perut uniform resource locator	hate speech
tempeng bocah ancam presiden lihat reaksi kacung nya	abusive
dengar hindu bal kristen jawa wkwk	neutral
jelek budek	abusive
kampung	abusive
bohong rakyat harga mahal bayar hadap korupsi solo daerah khusus ibukota layak presiden ri ganti presiden	hate speech
arti makan bareng orang yahudi yabenar singgah makan bawa alat makan tau orang yahudi	neutral
teman makan teman janji sontek uji pas gilir uji pura budek reuni	hate speech
dengar anak bas bicara tuhan tuhan orang islamtuhan orang kristentuhan orang budhatuhan orang hindutuhan orang kejawencuma tuhan orang nitaku sensorkatanya suka menghukummembedakancerdas anak aku pikir	neutral
saksi panas debat publik tujuh pasang calon bupati wakil bupati pilih kepala daerah aceh selatan pandu waktu indonesia bagi barat live eksklusif inews pilkadaacehselatan	neutral
jalan jalan siang rumah ranah indah orang diam culun bakar	neutral
jokowi harap bandara kertajati dongkrak ekonomi jawa barat	neutral
xcxdah percaya lagiyng anti asing	neutral
drama banget onta	abusive
sintingnnbaca	hate speech
ganti prabowo kelas duta besar	hate speech
lidah buaya lidah mertua gelombang cintannya tanam hias sarana curhat favorit botanist terubus mania	neutral
bilang citra uniform resource locator	hate speech
tulis gue paham gue otak gue otak otak autis kayak bikin thread goblok sel kulit mati	abusive
nih bicara orang ingus bicara nya ngawur nya gue blok banci uniform resource locator	abusive
allah subhanahu wa taala tolong bang fahri henti salat	hate speech
taruna maham perek	hate speech
gambar masakan tayahla partai komunis indonesia filter doo asam pedas adil negeri curry xfxfxx nasib baca caption xfxfxxa	neutral
astaga kejam tuduhannyannahahaha mulia benarbenar jebak avalonnningin menang lihat arturia curiga hiks hiks	neutral
bicara komentar gampang bahasa olah sok pintar nilai anis gubernur isu sara susah menang orang bijak meng olok olok	hate speech
jaya korupsi bubar wujud uniform resource locator	hate speech
barang siapa kenal sibuk peduli cacat aib orang lainnn habib luthfi bin yahya	neutral
pamer grup chat anak cina	neutral
langsung allah subhanahu wataala kontan om allah subhanahu wataala larang putus asa bangsa kafir paham kena	neutral
lakilaki hebat ganti presiden	hate speech
takbir wan lempar bom allah barbar mayat ayat alquran timur tengah bikin muslim radikal tolol otak	abusive
terkadang jatuh cinta bisu bicara carik puisi sembunyi makna kenang	neutral
sebentar tehnpagi nyadarnberarti bilang sayap kiri israel pro damai palestina banding sayap kanannpadahal kanan agamais kiri komunis	neutral
mudah keluarga gerung kena bom	hate speech
bangkai yen cabul	abusive
susilo bambang yudhoyono berani tutup alexis jokowi berani tutup alexis gubernur indonesia turun tangan pilih prabowo mantap	neutral
aduh ipey maaf salah pey kasih perek	hate speech
status jomlo nya gilir cowok komen status nya sok cuekncewek bajing dahak biawak kadal air	abusive
otak geser sarapapalagi geser iya bahaya kerja elang lihat em asep pala cewek coba cantol syukur	hate speech
teriak takut rakyat presiden periode lawan prabowo agen ganda bayar promosi tokoh rakyat bingung pecah suara	neutral
ih silit kampung payah	hate speech
bilang harga minyak dunia direktur utama pertamina mundur uniform resource locator	hate speech
salam jokowi kayak ferdinan antek susilo bambang yudhoyono	neutral
ambisi admin judul ih	neutral
rebut daulat asing asing proxy moga tokoh dukung egonyanarah pecah belah suara tuju poros klaim layak sungguh untung incorporate	neutral
muslim indonesia maju henti sembah allah subhanahu wa taala oceh jatuh takut hati orang kafir	hate speech
asli tertawa perut pipis paham maksud definisi rocky gerung orang soksok an lapor cerita bikin gebrak bilang bela agamatapi	hate speech
orang main bola hubung agama hem	neutral
aduh bencong serang cong rumpi deh lonte laki laki dapur cong banci paruh kalah anak duda designer ln xfxfxxxfxfxaxaaxfxfxxbx	abusive
panas edan	hate speech
gereja katolik sifat dinamis selaras beda situasi kondisi kembang zaman salah manifestasi dispensasi kawin campur pasang katolik non katolik	neutral
percaya muhammad nabi tulis argumentasi ragu	hate speech
ambil bilang nasionalisasi aset antek asing ambil pakai nama pribadi keluarga patut curiga uang dari mana twit sadar betapa pintar perintah	neutral
peduli replyku sambung ganti presiden ganti presiden ganti presiden ganti presiden ganti presiden ganti presiden ganti presiden ganti presiden ganti presiden ganti presiden	hate speech
kangkang lebar lebar main memek kaca lemari	hate speech
indonesia alhamdulillah allah selamat anak thailand nnthai selamat manusia kafir tuhan kontol	abusive
situ sarap arti anjir	abusive
bro kitab suci fiksi arti agama wahyu nyata surat pemberitahuan tahun mutlak harfiah filosofis langgar umat agama konstitusi norma agama nista agama kotor ateis mati	hate speech
dengar ituibnul mubarak mohon allah islam yahudi izin allahakhirnya masuk islam	neutral
manusia tolol takut ahok kasihan banget hidup di sana idiot and bodoh	abusive
bodoh question ngentot puasa goblok	abusive
baca artikel internet lembar nya beda tanda butuh orang negeri pakai negara tetangga	neutral
etnic ai paksa tinggal budaya ai etnic han konyol orang suku paksa pindah suku tragis warga ai korban jual organ tubuh dieksekusisetelaj cap	neutral
tau dosen ilmu budaya sepuh ketemu penasaran mb	neutral
rakyat tolak keras indonesia pimpin komplot mafia bajing uniform resource locator	abusive
isu nongol bentar isu partai komunis indonesia xfxfxxxfxfxxxfxfxxxfxfxx	neutral
era susilo bambang yudhoyono bangun papua hambalang bangun usaha listrik negara mangkrak	hate speech
iya vivin tai dasar pelakorngaku alexa alda rico bajxexxa	abusive
amanat ribu ulama by nama by address bilang cak imin ambisius kop	neutral
rakyat merdeka on line gue bikin berita indonesia menang piala dunia kasih link kredibel alah cundang culun tampil identitas asli berani bacot monyet xfxfxx handphone gue korea coy haha	abusive
sesat cari jalan pagi maktab gaya xfxfxx jalan jalan pintas situ tutup konstruksi nya nih xfxfxxxfxfxxxfxfxxxfxfxxxfxfxxxfxfxx hambar gila turn turn xfxfxxxfxfxx uniform resource locator	neutral
indonesia singapura kasih cina kuasa dasar cebong otak reklamasi wkwk uniform resource locator	abusive
bani coli beda junjung kawan haha	abusive
informasi kena ekonomi uang perban investasi saham indonesia dunia	neutral
khianat partai komunis indonesia bunuh jenderal partai komunis indonesia keblinger bungkarnobubarkan partai komunis indonesia turun harga bubar kabinet tritura	hate speech
ih anjir jahat bodoh bodoh	hate speech
kentut bau babi	hate speech
produksi indonesia presiden joko widodo ritel mal pindah plastik kayak pilih belanja super aksi lingkung r	neutral
nyata bos suka bikin hoaks bani nya nabi ahoker xfxfxxa	hate speech
sayang ngentot	hate speech
bangkai xfxfxxxfxfxxxfxfxx	abusive
kne jaga hati pimpin kafir harbi kakak	neutral
abang ipar adam nih bangkai dasar tunggang agama	abusive
cina kuasa ekonomi media massa ayo usir indonesia	hate speech
guru anak ajar spiritualitassesuatu sifat universal ajar islam hindu dan bagai duduk adab sindhuhindu beliau terima jalan beliau panggil allah	neutral
enak gesek memek xfxfxxb	hate speech
seulgi bilang mata barat kelopak mata timur gaya banget sipit seulgi pikir poin tarik	neutral
bambang noorsena ajar kristen disalahpahami agama khotbah kristen	neutral
pikir nih kafir hanat	hate speech
asing asing	neutral
bicara bakar sekolah uniform resource locator	hate speech
jablay mulu anjir wkwk	hate speech
congor oknum nasional demokrat joko kalah indonesia bubar	abusive
sumbu pendek lelah 	neutral
panik ahok kutil babi tumbang putar cuap cuap mu media sosial pengaruh	abusive
sinyal kartu three cacat ganti pakai kartu gaple	hate speech
akun facebook asma dewi sebar fitnah sara pilih kepala daerah jakarta penuh foto politis anies sandi	hate speech
usir cina indonesia	hate speech
facebook tai anjing	hate speech
allahu akbar jokowi kenal islam moderat konferensi tingkat tinggi ulama cendekiawan muslim dunia	neutral
orangorang iman masuk islam langkah setan qsxexxa	neutral
online pajak income persh online nyeyg income nya iklaniuran premium produklost tax banding usaha mal serap ten kerjaonline serap pelihara wi	abusive
bani kampret samar xfxfxxnnlemparin minyak babi	abusive
sabtu pagi masyarakat adat badui jalan tuju kantor gubernur banten kawasan pusat perintah provinsi banten kpb curug kota serang sebabaduy	neutral
dungu laku rezim dungunnklop	abusive
moga istikamah xfxfxxd nikita mirzani orang saleh malam kafir pagi sebaliknyamenjadi istikamah juang hidayah allah rahasia makhluk hak	neutral
enggak apa apa jagajaga muncul partai komunis indonesia juang alias partai komunis indonesia plus	hate speech
benci munafik suka orang	neutral
pao an tui sisi kelam masyarakat cina era merdeka indonesiaxexxxexxpernyataan mantan wartawan senior republika	neutral
ab orang sombong murah senyum	neutral
semangat istikamah	neutral
salah alas presiden malu bangsa iniiiixexxa	hate speech
ulang pandang niscaya pandang temu cacat pandang letih	neutral
on asing lini masa	neutral
ha ari longo jenak dengar orang teriak nnpunten mas situ anjing uniform resource locator	neutral
kupas tuntas gebuk habis antek antek komunis	hate speech
haha logikanyankontrak habis minat bantu bank asing akuisisi saham ke luar asing masuk asingncoba legowo kontrak habis duit sedikitpunnntah main main	neutral
charutin menor bom xfxfxcxbxfxfxfxb	neutral
produk negeri bilang alay produk bilang hypebeast ironi gilir urus negara bilang xexxcanti asingxexxd	neutral
chirpified ekonomi merosot utang bengkak badan usaha milik negara jual mundur jokowi	hate speech
kelojot girang lihat junjung idola panggil polisi t politik kepala polisi republik indonesia	hate speech
dinding kamar saksi bisu	neutral
kepala badan ekonomi kreatif triawan munafik lagu karya kisah ekor burung siul milik melodi lirik riang ada di kompas	neutral
gembrot banget	hate speech
monggo bro jadwal acara upacara adat kirab budaya mbah bergas	neutral
sok kenal kunyuk	abusive
gus ipul mbak puti cipta program program keluarga harap super lengkap program keluarga harap program keluarga harap kembang presiden jokowi gus ipul puti menang	neutral
suruh cerita geblek	abusive
menang anies sandi bau busuk anyir nanah luka batin luka hina sara benci	abusive
cacat	abusive
ulama barang siapa sedia malas rejab syaaban malas ramadan malas	neutral
bikin berita media sosial media mainstream kuasa asing perang opini handphone gembos berita media mainstream cina	neutral
pro asing jok uniform resource locator	hate speech
tidak apa apa sipit cantik xfxfxx	neutral
ber tato entot kayak thailand enjoy gays kontol coli bahan coli uniform resource locator	hate speech
coba usir cina rakyat negara satu republik indonesia gembel negara satu republik indonesia kayak asing asing triliun uras negara satu republik indonesia stop tolol	abusive
salah anggota hati sakit hati organisasi masyarakat nya bubar maju	hate speech
dungu budak islam tifatul adam dongeng yahudi	abusive
cebong fitnah makan kenyang curang menang	abusive
perempuan gembrot langsing badan ku tuju kalimat ininnbagi ku eja cantik l a si i e t xfxfxxannselamat pagi lupa salat subuh	neutral
hebat di penjara di penjara di zaman uniform resource locator	hate speech
asing xfxfxx	hate speech
masya suku kampung selamat deklarasi anti hoaks pilih kepala daerah damai	neutral
hati partai satu indonesia praktik msjid psantren huuuft kabuuurr ganti presiden ganti presiden	hate speech
jujur abang like anjing kucing gaduh kita orang gaduh tumbuk then lari rumah selang	neutral
atok silap atok hehe macai atok lermacai ph bodoh bangangsy nih rakyat tau penjelasanopsss atok	abusive
admin tolol partai tololnpartai tolol orang tolol	abusive
keluarga partai komunis indonesia negara pancasila bineka tunggal ika keluarga nya	neutral
sambut ketua dewan wakil daerah golkar lumajang sudjatmiko putus partai khofifah indar parawansa calon gubernur emil elestianto dardak calon wakil gubernur jawa timur partai golkar bulat khofifah	neutral
dasar kampang xfxfxaxaxfxfxx	abusive
manusia makhluk butuh identitas eksistensi sayang identitas orisinalitas sadar seringkali lekat membabibuta halhal remeh identitas dangkal	neutral
im at taman budaya sentul city	neutral
kejam	neutral
haha iya nndan sekolah katolik agam anak kebun usaha di sana later suku agama terima sekolah katolik alami ubah	neutral
subhanallah bahagia pimpin beliau	neutral
syukur allah subhanahu wa taala presiden giat kerja hadap kerja lurus ikhlas indonesia maju ramping energi p	neutral
mudah lihat orang condong arah sosial media akun perempuan gambar curi googlenyang gambar anonymous manusia kampretnyang akun embelembel nama pahlawan kaum muslim cyber army	hate speech
calon wakil presiden jokowi orang tinggal presiden terbit dekrit partai usung jatah calon wakil presiden jokowi atur perintah ganti undang undang terbit urgensi	neutral
malas duduk xleh orang kg budaya kg duduk xleh budaya hebat seram	neutral
entot dicrotin kontol uh uniform resource locator	hate speech
kualat bobby mata gue sipit giniixfxfxx	neutral
franky presiden	neutral
sekolah pantesnmulutnya jaga kotor kayansampah	abusive
anjing jahanam berisik cocot	abusive
tekan jabat siasat lari lingkar politik antek milik modal islam progresif sesuai mukadimah undang undang dasar amal qs al hujurat	neutral
tomohon rupa pusat ajar agama kristen katolik khusus doa meditasi bukit kasih buah suci indah tenang nntomohoninternationalflowerfestival	neutral
anies congor gede realisasi janji korupsi dosen bangsat	abusive
kesal xfxfxxbexfxfxxbexfxfxxbe kacrut televisi republik indonesia	abusive
suasana hati kerja ubah nih banci xfxfxxexfxfxxaxfxfxxaxfxfxxa	abusive
kemarin kamis jumat singkat	neutral
pimpin cerocos nderomos jancuk deh	abusive
islam ideologi negara emban wajib sebar dakwah jihad as sebar demokrasi ussr sebar komunis karang jalan damai kadang perang syariat hukum syriyah kharajiyah	neutral
aduhternyata salah paham yadlm islam kafir beda kafir harbi muahid kafir dzimmi	neutral
bahas tangkap ikan potasracun sampah plastik bahas tugas tentara nasional indonesia al	neutral
iya anjir	hate speech
wujud katolik terpusatterstrukturteroganisasi pusat vatikan nu mengambilmerebut peran vatikan mudah	neutral
bilang orang hina agama kena hukum pidana orang maksud hina agama mayoritas singgung langsung hujat kena hukum	neutral
kacung terima perintahntidak terima kritikannsemoga pimpin simbol kacungnkacung dikacungkacung terimankarena kacung tunas subur semerbak harum bunga bangkai	abusive
rindu soeharto kroni kayak rezim soeharto jual bangsa	neutral
rahasia bongnkoruptornrampoknpelaku maksiatnpelaku bisnis maksiatnkaum lgbtnpenjilatndukun sesatndukun cabulnbla bla blantergabung bani cebong	abusive
mata buta lihat alam maya hati buta terima cahaya alam	neutral
cebong pindah on masuk kemako brigade mobil	abusive
serius ngewe sumpah	hate speech
teroris buddha perintah kerah cyber army bikin hoaks retas akunakun prorohingya	hate speech
kamar guru musholannnah kristen doa aula kristen banyaknnaku teman kristen a a tolong guru ambil cas laptopnyanndan	neutral
partai adil sejahtera partai lacur beyek germonnapakah partai adil sejahtera sadar susilo bambang yudhoyono otak kriminalisasi lhi politis islam khianat prabowohatta langgar pilih presiden hancur citra islam nnpks susup antek be	abusive
dear driver tukar orang anter gue gue pintar dongok puter cari rumah gue pakai driver ganti dongok buang gue banget tunggu tai	abusive
maki cebong kaum codotplaying korban much	abusive
gue baca setan wkwk	hate speech
orang islami bangun narasi tuju beda liberal sekuler munafik antek asing	neutral
betah kemarin desak majelis musyawarat rakyat sidang istimewa turun jokowi	hate speech
mata gue sipit	neutral
gue normal member autis xfxfxx	hate speech
najis banget kenapa sih bully adik atipxfxfxxe	abusive
buaya nya gede	neutral
teriak bubar partai komunis indonesia orang pulsa listrik rumah habis kutuk orang ketidaktahuannya	hate speech
tren konsumsi video tumbuh data	neutral
lukman hakim saifuddin substansial percaya agama	neutral
bajing iya orang kayak ah sudah	abusive
allah mohon cepat ganti presiden biar indonesia selamat	neutral
jawa pos paul pogba selebrasi gol dengar tiru suara monyet uniform resource locator	neutral
dukung prabowo surat pemberitahuan tahun arb sda orangorang bejat tabiat kasar masuk orang gtgt moga laknat allah	abusive
iya tentara nasional indonesia nafsu banget perintah doktrin karya dukung soekarno bubar parlemen dekrit	hate speech
bahas ekonomi moral meni deh gue pakai akun tulis nama kayak antek asing gara gara asing kayak congor negara gue hina kayak tega	abusive
banget alucard	abusive
soeharto dalang bencong hehe	hate speech
bubar komisi berantas korupsi kuat lembaga negara sistem politik	hate speech
nayeon member dua kali suka ngepost instagram story suka bilang lesbi budak cinta banget dua kali	neutral
xexxan tubuh kurus muda orang milik punggung lihat tegap lebar mata sipit tanda kelopak garis wajah lihat gambar watak galaknncont	neutral
pakcoy ih nya pacar kuuu	abusive
indosiar elang mahkota teknologi grup gembel siar bola	abusive
tampil serasa suci dunia laku kayak setan empati keluarga korban bom kemarin	abusive
cebong eh berudu olah terfait accomplianies calon presiden gubernur hidup tenang nikmat banget gue main cebong	abusive
tau pasu nasi bungkusyg kasihan daerah khusus ibukota skrgbuat daerah khusus ibukota harap bersabarini coba wkwk	neutral
aduh lebay nyanank didik soeharto bob hasan menteri kabinet bangun jabat maret xexx mei bob hasan aka muhammad h	neutral
kecuali manusia monyet mamalia buta warna	neutral
betapa biadab teroris buddha myanmar uniform resource locator	abusive
rupiah haneul suka sepong kontolyang on retweet	hate speech
baca onta nnmoga adik bayi cowok nan modusin haha	neutral
mampus tembak banget silvy urus dapur program suka serang gue debat final pilih kepala daerah jakarta	abusive
ngentot sekretaris sexynurl cerita dewasa memek merah memek basah memekjandaxexxa	hate speech
gue anjing penasaran iya iya bicara maju garuda kuping budek	abusive
bro kitab suci fiksi arti agama wahyu nyata surat pemberitahuan tahun mutlak harfiah filosofis langgar umat agama konstitusi norma agama nista agama kotor ateis mati	abusive
sontoloyo sok ipar allah subhanahu wa taala xfxfxxxfxfxxxfxfxx	abusive
akibat putus cinta sahabat entot lubang rapat bool memek userxexxa	hate speech
deklarasi pilih kepala daerah aman anti hoaks paguyuban budidaya lele jabon	neutral
ahok lantik gubernur anis anis gubernur	hate speech
agama buddha kokoh adab masyarakat bangun candi luas candi sewu prambanannpd anut agama hindu utara bangun candi kalah	neutral
keras lawan keras kung fu kadang pakai tai chi lembut kuat lawan	neutral
mulut buaya	neutral
hoaks pintar dongudah dungu begokasian nya dungu tololxfxfxxxfxfxxxfxfxxxfxfxxxfxfxxxfxfxxxfxfxxxfxfxxxfxfxxxfx	abusive
urus duit hitung bisnis perintah indonesia untung tepuk tangan buntung risiko rezim model harga janji harga wajar wajar	neutral
plakat isi kerja sama polisi indonesia polisi tionghoa polisi tolak markas besar lihat foto kayak selamat	hate speech
bela asma dewi bentuk solidaritas kejam rezim anti islam uniform resource locator	hate speech
tolol bela nista agama sangka	abusive
wah ini minum kopi luwak biar degan alias kocak bolot pas congor xfxfxxbxfxfxx	hate speech
hasil nyata lindung ahok dakwa nista agama	hate speech
cieada nariknarik gatot nurmantyo saing jokowi nihgak pas tentara nasional indonesia aktif lohkalau prabowo tinggal	hate speech
debat kampret otak rendam kencing onta	abusive
khofifah rupa srikandi nu duduk kursi gubernur jawa timur damping emil dardak wakil bagus khofifah emil jawa timur satu	neutral
